price_per_m2,total_price_rub,area_m2,rooms,city_or_region,address_text,geo_lat,geo_lon,source,listing_url,text,audio,image,label,collected_at,date,price,level,levels,area,kitchen_area,building_type,object_type,postal_code,street_id,id_region,house_id,label_auto,confidence,label_segment_ref
259233.8625171966,3350000.0,10.1,-1,77,,55.778026,37.540147,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 77, -1 комн., 10.1 м²",0.0,,331683.17,2026-03-20T20:35:14.212772+00:00,2021-01-01,3350000.0,1.0,19.0,10.1,2.0,3.0,0.0,123007.0,580339.0,77.0,2069062.0,premium,0.991249747321609,premium
50000.0,5000000.0,100.0,3,72,,57.104626,65.58797,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 72, 3 комн., 100.0 м²",0.0,,50000.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,5000000.0,8.0,9.0,100.0,0.0,4.0,0.0,625046.0,450441.0,72.0,2825516.0,mid,0.5505540129674383,budget
99100.0,3214804.0,32.44,-1,50,,55.4624497,37.700041,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 50, -1 комн., 32.4 м²",0.0,,99100.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,3214804.0,5.0,17.0,32.44,0.0,0.0,2.0,102321.0,348801.0,50.0,799789.0,mid,0.6033687165393627,mid
93750.0,3750000.0,40.0,2,54,,55.0552885,82.8941912,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 54, 2 комн., 40.0 м²",0.0,,93750.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,3750000.0,19.0,20.0,40.0,-100.0,3.0,0.0,630082.0,557992.0,54.0,2715855.0,mid,0.8186102422588678,mid
177884.61538461538,11100000.0,62.4,2,50,,55.6905542,37.8635456,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 50, 2 комн., 62.4 м²",0.0,,177884.62,2026-03-20T20:35:14.212772+00:00,2021-01-01,11100000.0,3.0,17.0,62.4,9.7,0.0,0.0,140002.0,348801.0,50.0,1694205.0,premium,0.9788067293085841,premium
132908.54572713643,8865000.0,66.7,2,78,,59.8511787,30.4116573,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 78, 2 комн., 66.7 м²",0.0,,132908.55,2026-03-20T20:35:14.212772+00:00,2021-01-01,8865000.0,10.0,13.0,66.7,14.6,4.0,2.0,192288.0,569976.0,78.0,1690045.0,premium,0.9427272271004162,premium
101923.07692307692,2650000.0,26.0,-1,72,,57.1529744,65.5344099,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 72, -1 комн., 26.0 м²",0.0,,101923.08,2026-03-20T20:35:14.212772+00:00,2021-01-01,2650000.0,6.0,7.0,26.0,4.0,3.0,2.0,625062.0,229121.0,72.0,880012.0,mid,0.6598537881915921,mid
36858.97435897436,2300000.0,62.4,3,34,,48.7811242,44.5777823,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 34, 3 комн., 62.4 м²",0.0,,36858.97,2026-03-20T20:35:14.212772+00:00,2021-01-01,2300000.0,2.0,4.0,62.4,7.7,4.0,0.0,400009.0,348801.0,34.0,1694205.0,budget,0.9307664079247296,budget
40983.60655737705,2500000.0,61.0,3,76,,57.6881859,39.76105,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 76, 3 комн., 61.0 м²",0.0,,40983.61,2026-03-20T20:35:14.212772+00:00,2021-01-01,2500000.0,5.0,9.0,61.0,7.5,2.0,0.0,150063.0,190251.0,76.0,1940462.0,budget,0.8113661656667652,budget
81866.1971830986,4650000.0,56.8,2,2,,54.7422365,55.9962363,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 2, 2 комн., 56.8 м²",0.0,,81866.2,2026-03-20T20:35:14.212772+00:00,2021-01-01,4650000.0,5.0,9.0,56.8,8.0,4.0,0.0,450097.0,458583.0,2.0,918972.0,mid,0.7645773776811807,mid
48993.96378269618,2435000.0,49.7,1,40,,54.6033362,36.2673399,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 40, 1 комн., 49.7 м²",0.0,,48993.96,2026-03-20T20:35:14.212772+00:00,2021-01-01,2435000.0,5.0,5.0,49.7,0.0,4.0,0.0,248031.0,564060.0,40.0,2657892.0,budget,0.6088470066085553,budget
79491.2559618442,5000000.0,62.9,2,23,,45.0381364,38.9212563,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 62.9 м²",0.0,,79491.26,2026-03-20T20:35:14.212772+00:00,2021-01-01,5000000.0,6.0,9.0,62.9,11.2,0.0,0.0,350004.0,209279.0,23.0,2170951.0,mid,0.7973230029001549,mid
62727.27272727273,3450000.0,55.0,2,23,,45.0732145,39.0387712,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 55.0 м²",0.0,,62727.27,2026-03-20T20:35:14.212772+00:00,2021-01-01,3450000.0,10.0,18.0,55.0,11.0,4.0,0.0,350901.0,550810.0,23.0,704175.0,mid,0.763035960810839,mid
35791.75704989154,1650000.0,46.1,2,73,,54.298622,48.332397,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 73, 2 комн., 46.1 м²",0.0,,35791.76,2026-03-20T20:35:14.212772+00:00,2021-01-01,1650000.0,5.0,5.0,46.1,0.0,0.0,0.0,432028.0,348801.0,73.0,1694205.0,budget,0.9465854417162671,budget
37500.0,2250000.0,60.0,3,18,,56.4449573,53.766105,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 18, 3 комн., 60.0 м²",0.0,,37500.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,2250000.0,5.0,5.0,60.0,9.0,4.0,0.0,427961.0,431723.0,18.0,2388350.0,budget,0.7948600259449674,budget
17680.33946251768,1250000.0,70.7,3,48,,52.8590666,39.8182962,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 48, 3 комн., 70.7 м²",0.0,,17680.34,2026-03-20T20:35:14.212772+00:00,2021-01-01,1250000.0,2.0,2.0,70.7,11.0,4.0,0.0,399140.0,348801.0,48.0,1694205.0,budget,0.8907555831381846,budget
42187.5,2700000.0,64.0,3,27,,50.5365229,137.0290803,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 27, 3 комн., 64.0 м²",0.0,,42187.5,2026-03-20T20:35:14.212772+00:00,2021-01-01,2700000.0,5.0,5.0,64.0,-100.0,4.0,0.0,681000.0,317006.0,27.0,2279129.0,budget,0.6775000405447186,budget
90625.0,2900000.0,32.0,1,23,,44.7275009,37.7511461,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 1 комн., 32.0 м²",0.0,,90625.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,2900000.0,4.0,6.0,32.0,6.0,2.0,0.0,353907.0,568636.0,23.0,1953752.0,mid,0.9773072238710829,mid
101388.88888888888,3650000.0,36.0,1,72,,57.1529744,65.5344099,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 72, 1 комн., 36.0 м²",0.0,,101388.89,2026-03-20T20:35:14.212772+00:00,2021-01-01,3650000.0,6.0,7.0,36.0,16.0,4.0,2.0,625062.0,229121.0,72.0,880012.0,mid,0.848482789712909,mid
76470.58823529411,2600000.0,34.0,1,41,,52.985992,158.6709,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 41, 1 комн., 34.0 м²",0.0,,76470.59,2026-03-20T20:35:14.212772+00:00,2021-01-01,2600000.0,4.0,5.0,34.0,6.5,0.0,0.0,683013.0,348801.0,41.0,1694205.0,mid,0.5814111788387805,mid
16666.666666666668,900000.0,54.0,3,3,,51.9114659,102.4355979,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 3, 3 комн., 54.0 м²",0.0,,16666.67,2026-03-20T20:35:14.212772+00:00,2021-01-01,900000.0,3.0,4.0,54.0,-100.0,4.0,0.0,671023.0,153245.0,3.0,632956.0,budget,0.6542029600180288,budget
43548.3870967742,1350000.0,31.0,1,76,,57.6036524,39.8193541,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 76, 1 комн., 31.0 м²",0.0,,43548.39,2026-03-20T20:35:14.212772+00:00,2021-01-01,1350000.0,5.0,5.0,31.0,6.0,4.0,0.0,150029.0,219632.0,76.0,1932159.0,budget,0.8072870307703203,budget
31088.082901554404,1800000.0,57.9,3,63,,53.5188796,50.1372729,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 63, 3 комн., 57.9 м²",0.0,,31088.08,2026-03-20T20:35:14.212772+00:00,2021-01-01,1800000.0,5.0,5.0,57.9,6.0,4.0,0.0,443901.0,139613.0,63.0,1034124.0,budget,0.8801886896317203,budget
56250.0,2250000.0,40.0,1,40,,54.50598,36.251661,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 40, 1 комн., 40.0 м²",0.0,,56250.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,2250000.0,2.0,3.0,40.0,10.2,4.0,2.0,353924.0,348801.0,40.0,1179265.0,mid,0.5223320654901206,budget
116141.01108407676,4296056.0,36.99,1,50,,55.5639247,37.8255637,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 50, 1 комн., 37.0 м²",0.0,,116141.01,2026-03-20T20:35:14.212772+00:00,2021-01-01,4296056.0,2.0,17.0,36.99,11.72,4.0,2.0,142714.0,348801.0,50.0,1704996.0,premium,0.9931450314433378,premium
50000.0,3100000.0,62.0,3,1,,44.611368,40.105483,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 1, 3 комн., 62.0 м²",0.0,,50000.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,3100000.0,1.0,4.0,62.0,7.0,0.0,0.0,385000.0,348801.0,1.0,1694205.0,budget,0.9270649466279485,budget
259233.8625171966,13088067.5,107.4525,3,77,,55.702794,37.666153,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 77, 3 комн., 109.0 м²",0.0,,275229.36,2026-03-20T20:35:14.212772+00:00,2021-01-01,30000000.0,11.0,22.0,109.0,15.5,3.0,0.0,115432.0,451495.0,77.0,1430362.0,premium,0.9870832071328873,premium
71875.0,2300000.0,32.0,1,38,,56.2966828,101.7603955,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 38, 1 комн., 32.0 м²",0.0,,71875.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,2300000.0,4.0,9.0,32.0,5.0,0.0,0.0,665707.0,339190.0,38.0,2686707.0,mid,0.5535448318980374,mid
259233.8625171966,13088067.5,69.8,3,77,,55.8349584,37.6373778,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 77, 3 комн., 69.8 м²",0.0,,316800.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,22112640.0,8.0,29.0,69.8,11.6,0.0,2.0,129226.0,201942.0,77.0,1251884.0,premium,0.9701896630834494,premium
47703.18021201414,2700000.0,56.6,3,1,,44.611368,40.105483,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 1, 3 комн., 56.6 м²",0.0,,47703.18,2026-03-20T20:35:14.212772+00:00,2021-01-01,2700000.0,4.0,5.0,56.6,6.0,0.0,0.0,385000.0,348801.0,1.0,1694205.0,budget,0.8880497817247698,budget
43888.88888888889,2370000.0,54.0,2,15,,43.047672,44.671295,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 15, 2 комн., 54.0 м²",0.0,,43888.89,2026-03-20T20:35:14.212772+00:00,2021-01-01,2370000.0,3.0,4.0,54.0,0.0,0.0,0.0,362021.0,194558.0,15.0,2275604.0,budget,0.8357776717276744,budget
84000.0,4200000.0,50.0,2,23,,43.5821663,39.727345,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 50.0 м²",0.0,,84000.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,4200000.0,1.0,14.0,50.0,-100.0,3.0,0.0,354000.0,151411.0,23.0,1278090.0,premium,0.5130783358943725,mid
56521.739130434784,1690000.0,29.9,1,10,,61.8012114,34.2904993,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 10, 1 комн., 29.9 м²",0.0,,56521.74,2026-03-20T20:35:14.212772+00:00,2021-01-01,1690000.0,1.0,5.0,29.9,0.0,2.0,0.0,185013.0,586421.0,10.0,1098069.0,budget,0.8030187160334219,budget
95238.09523809524,4800000.0,50.4,2,39,,54.711208,20.497776,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 39, 2 комн., 50.4 м²",0.0,,95238.1,2026-03-20T20:35:14.212772+00:00,2021-01-01,4800000.0,4.0,8.0,50.4,9.6,0.0,0.0,236006.0,348801.0,39.0,1694205.0,mid,0.8157990084373709,mid
15625.0,750000.0,48.0,2,63,,52.6214385,51.274101,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 63, 2 комн., 48.0 м²",0.0,,15625.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,750000.0,2.0,2.0,48.0,8.0,5.0,0.0,446643.0,210091.0,63.0,2376977.0,budget,0.8165905451029606,budget
78986.5871833085,5300000.0,67.1,3,23,,44.7415855,37.7238478,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 3 комн., 67.1 м²",0.0,,78986.59,2026-03-20T20:35:14.212772+00:00,2021-01-01,5300000.0,5.0,10.0,67.1,9.0,2.0,0.0,353912.0,568636.0,23.0,1196149.0,mid,0.7373974917536116,mid
50884.95575221239,2300000.0,45.2,1,23,,45.093524,39.005613,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 1 комн., 45.2 м²",0.0,,50884.96,2026-03-20T20:35:14.212772+00:00,2021-01-01,2300000.0,8.0,16.0,45.2,14.3,3.0,0.0,350024.0,317008.0,23.0,2108202.0,budget,0.5264611360062569,budget
74242.42424242424,4900000.0,66.0,3,23,,44.7415855,37.7238478,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 3 комн., 66.0 м²",0.0,,74242.42,2026-03-20T20:35:14.212772+00:00,2021-01-01,4900000.0,9.0,10.0,66.0,11.0,2.0,0.0,353912.0,568636.0,23.0,1196149.0,mid,0.7339992233553433,mid
33548.3870967742,1560000.0,46.5,2,34,,48.5768987,44.4392115,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 34, 2 комн., 46.5 м²",0.0,,33548.39,2026-03-20T20:35:14.212772+00:00,2021-01-01,1560000.0,4.0,4.0,46.5,7.0,0.0,0.0,400057.0,348801.0,34.0,1694205.0,budget,0.8794516826366746,budget
86785.71428571429,4860000.0,56.0,2,86,,61.2666181,73.3787549,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 86, 2 комн., 56.0 м²",0.0,,86785.71,2026-03-20T20:35:14.212772+00:00,2021-01-01,4860000.0,2.0,5.0,56.0,0.0,2.0,0.0,628415.0,547403.0,86.0,976715.0,mid,0.7056745615496153,mid
67123.28767123287,1960000.0,29.2,1,16,,55.6915564,52.3399654,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 16, 1 комн., 29.2 м²",0.0,,67123.29,2026-03-20T20:35:14.212772+00:00,2021-01-01,1960000.0,5.0,5.0,29.2,6.3,2.0,0.0,423803.0,577048.0,16.0,754999.0,mid,0.613752049198271,mid
105009.63391136802,5450000.0,51.9,2,47,,60.17451,30.153282,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 47, 2 комн., 51.9 м²",0.0,,105009.63,2026-03-20T20:35:14.212772+00:00,2021-01-01,5450000.0,1.0,4.0,51.9,14.4,3.0,0.0,188651.0,348801.0,47.0,1694205.0,premium,0.9016714571883768,premium
27306.733167082293,2190000.0,80.2,2,7,,43.4734542,43.5750415,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 7, 2 комн., 80.2 м²",0.0,,27306.73,2026-03-20T20:35:14.212772+00:00,2021-01-01,2190000.0,10.0,10.0,80.2,16.0,5.0,0.0,360030.0,350841.0,7.0,867686.0,budget,0.8809047498763015,budget
58986.384266263245,3899000.0,66.1,3,50,,55.9072587,38.0579851,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 50, 3 комн., 66.1 м²",0.0,,58986.38,2026-03-20T20:35:14.212772+00:00,2021-01-01,3899000.0,5.0,5.0,66.1,9.0,2.0,0.0,141103.0,446284.0,50.0,2679689.0,budget,0.5416413409982631,budget
14705.882352941177,1000000.0,68.0,3,26,,45.4923847,42.1332456,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 26, 3 комн., 68.0 м²",0.0,,14705.88,2026-03-20T20:35:14.212772+00:00,2021-01-01,1000000.0,1.0,1.0,68.0,11.0,4.0,0.0,356180.0,343628.0,26.0,1988099.0,budget,0.929719718826356,budget
55645.16129032258,3450000.0,62.0,3,72,,57.1512483,65.5889695,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 72, 3 комн., 62.0 м²",0.0,,55645.16,2026-03-20T20:35:14.212772+00:00,2021-01-01,3450000.0,4.0,6.0,62.0,9.0,4.0,0.0,625048.0,136462.0,72.0,2629384.0,mid,0.4860713876500939,budget
99634.3692870201,5450000.0,54.7,2,23,,44.6831175,37.7800038,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 54.7 м²",0.0,,99634.37,2026-03-20T20:35:14.212772+00:00,2021-01-01,5450000.0,2.0,17.0,54.7,17.1,3.0,0.0,353924.0,246582.0,23.0,2178236.0,mid,0.931638050184802,mid
44565.217391304344,2050000.0,46.0,2,15,,43.024408,44.6619571,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 15, 2 комн., 46.0 м²",0.0,,44565.22,2026-03-20T20:35:14.212772+00:00,2021-01-01,2050000.0,5.0,5.0,46.0,0.0,2.0,0.0,362003.0,290898.0,15.0,1186513.0,budget,0.9333768864163912,budget
65252.85481239804,4000000.0,61.3,2,23,,44.7386846,37.7136681,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 61.3 м²",0.0,,65252.85,2026-03-20T20:35:14.212772+00:00,2021-01-01,4000000.0,3.0,3.0,61.3,15.0,3.0,0.0,353960.0,439378.0,23.0,1213340.0,mid,0.5466821809451168,mid
31958.762886597935,1860000.0,58.2,3,34,,48.8472148,44.5560462,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 34, 3 комн., 58.2 м²",0.0,,31958.76,2026-03-20T20:35:14.212772+00:00,2021-01-01,1860000.0,3.0,5.0,58.2,7.0,4.0,0.0,400058.0,420205.0,34.0,1821881.0,budget,0.9234649068008401,budget
35000.0,4200000.0,107.4525,4,5,,42.9671407,47.5354944,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 5, 4 комн., 120.0 м²",0.0,,35000.0,2026-03-20T20:35:14.212772+00:00,2021-01-01,4200000.0,6.0,10.0,120.0,20.0,3.0,0.0,367007.0,540675.0,5.0,1654926.0,budget,0.739844051287987,budget
27173.91304347826,1500000.0,55.2,2,91,,45.9574372,33.7996991,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 91, 2 комн., 55.2 м²",0.0,,27173.91,2026-03-20T20:35:14.212772+00:00,2021-01-01,1500000.0,2.0,5.0,55.2,9.3,5.0,0.0,296000.0,445921.0,91.0,1439532.0,budget,0.6983853128666238,budget
115473.88781431332,5970000.0,51.7,2,52,,56.2911642,43.9116968,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 52, 2 комн., 51.7 м²",0.0,,115473.89,2026-03-20T20:35:14.212772+00:00,2021-01-01,5970000.0,7.0,10.0,51.7,8.9,2.0,0.0,603034.0,337428.0,52.0,2003626.0,budget,0.7089840615727621,premium
162790.6976744186,4200000.0,25.8,-1,78,,60.0368892,30.2261228,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 78, -1 комн., 25.8 м²",0.0,,162790.7,2026-03-20T20:35:14.212772+00:00,2021-01-01,4200000.0,12.0,25.0,25.8,-100.0,3.0,2.0,190000.0,291085.0,78.0,2484205.0,premium,0.9963010954975896,premium
86666.66666666667,2600000.0,30.0,1,23,,44.6993312,37.7831112,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 1 комн., 30.0 м²",0.0,,86666.67,2026-03-20T20:35:14.212772+00:00,2021-01-01,2600000.0,1.0,5.0,30.0,6.0,2.0,0.0,353923.0,226112.0,23.0,2608554.0,mid,0.9742079798804599,mid
90909.09090909093,7100000.0,78.1,3,38,,52.2667892,104.3265025,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 38, 3 комн., 78.1 м²",0.0,,90909.09,2026-03-20T20:35:14.212772+00:00,2021-01-01,7100000.0,3.0,16.0,78.1,12.3,3.0,0.0,664081.0,492098.0,38.0,2552545.0,mid,0.85948560201441,mid
46052.63157894737,1750000.0,38.0,1,56,,51.822302,55.174318,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 56, 1 комн., 38.0 м²",0.0,,46052.63,2026-03-20T20:35:14.212772+00:00,2021-01-01,1750000.0,11.0,14.0,38.0,12.6,2.0,0.0,460060.0,348801.0,56.0,1694205.0,budget,0.7846657911296082,budget
87230.76923076923,11340000.0,107.4525,3,2,,54.754511,55.996573,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 2, 3 комн., 130.0 м²",0.0,,87230.77,2026-03-20T20:35:14.212772+00:00,2021-01-01,11340000.0,2.0,5.0,130.0,16.7,4.0,0.0,450058.0,222600.0,2.0,1465817.0,mid,0.6909612698868954,mid
79069.76744186046,3400000.0,43.0,2,23,,44.7032041,37.7863291,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 23, 2 комн., 43.0 м²",0.0,,79069.77,2026-03-20T20:35:14.212772+00:00,2021-01-01,3400000.0,1.0,2.0,43.0,0.0,0.0,0.0,353905.0,171066.0,23.0,2436513.0,mid,0.920302297049606,mid
50943.3962264151,2700000.0,53.0,2,73,,54.279602,48.29743,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 73, 2 комн., 53.0 м²",0.0,,50943.4,2026-03-20T20:35:14.212772+00:00,2021-01-01,2700000.0,7.0,9.0,53.0,9.0,2.0,0.0,432029.0,348801.0,73.0,1694205.0,budget,0.8871709783079315,budget
70991.43206854345,5800000.0,81.7,2,36,,51.644787,39.168873,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 36, 2 комн., 81.7 м²",0.0,,70991.43,2026-03-20T20:35:14.212772+00:00,2021-01-01,5800000.0,8.0,17.0,81.7,23.0,3.0,0.0,394055.0,348801.0,36.0,1694205.0,mid,0.7362702833093366,mid
114503.81679389311,6000000.0,52.4,3,50,,55.7496117,38.0076555,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 50, 3 комн., 52.4 м²",0.0,,114503.82,2026-03-20T20:35:14.212772+00:00,2021-01-01,6000000.0,4.0,9.0,52.4,6.0,2.0,0.0,143980.0,235760.0,50.0,795929.0,premium,0.7018931037259112,premium
57184.75073313783,3900000.0,68.2,3,9,,44.1967906,42.0473039,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 9, 3 комн., 68.2 м²",0.0,,57184.75,2026-03-20T20:35:14.212772+00:00,2021-01-01,3900000.0,2.0,5.0,68.2,14.9,0.0,0.0,369015.0,166943.0,9.0,2628180.0,budget,0.9448519959648731,budget
56910.56910569106,3500000.0,61.5,3,33,,56.10996,40.37477,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 33, 3 комн., 61.5 м²",0.0,,56910.57,2026-03-20T20:35:14.212772+00:00,2021-01-01,3500000.0,7.0,9.0,61.5,8.7,0.0,0.0,600033.0,348801.0,33.0,1694205.0,budget,0.7904088330749168,budget
27377.049180327867,1670000.0,61.0,3,66,,56.3889292,61.9389994,kaggle:mrdaniilak/russia-real-estate-2021,,"Регион 66, 3 комн., 61.0 м²",0.0,,27377.05,2026-03-20T20:35:14.212772+00:00,2021-01-01,1670000.0,4.0,5.0,61.0,6.0,4.0,0.0,623408.0,199317.0,66.0,687137.0,budget,0.8511075321036841,budget
